document_id,clean_text,sentiment
126,best superhero movi yearsjeremy_urquhart juli tri review without compar anyth directli realli compar action blockbust disappoint recent say largescal bigbudget action movi right hollywood isnt incap make movi deliv excit emot mani pale comparison rrr without point movi particular dont know what directli compar hollywood take notesrrr mani familiar trope beat get histor epicsact movi use trope well thing weve seen onscreen dozen time still excit entertain theyr use properli rrr testament thatth amaz action probabl stand core film also realli good stori hero want see win villain want see defeat there extra conflict two main hero much movi ultim good v evil stori that pretti straightforward honest thank great charact strong perform end enoughther littl way slow scene dead air anoth reason three hour runtim fli action good complain lacklustr action modern action movi lot realli happi find rrr action well amaz stunt great setup big set piec scene level brutal make feel impact combat much feel gratuit way make thing overthetop best way possibl point feel like rule consequ good guy two main hero almost superhero arguabl make rrr best superhero film yearsexcel stuff coupl lesser perform minor charact occasion clunki english dialogu british charact could criticis theyr nitpick great action movi epic warrant three hour runtim found helpfulwa review helpfulsign votepermalink,positive
127,weirdli spectacularjeandemichaqu septemb push play realli believ would ever watch whole movi want take look bail itwel wrong movi freaken masterpiec combin extraordinari drama stun stunt action great photographi absolut beauti music given bollywood movi know go watch pretti ridicul action scene overal cheesi direct dialogu act wont exactli oscar worthi none made enjoy movi time pas easili end realli great timeth eye candi ram charan made movi even watch worthi particular one ridicul handsom man say p found helpfulwa review helpfulsign votepermalink,neutral
128,wish couldv seen theatermatthewssilverhamm august offici zero reason watch gray man notsosemisubtl homoerot netflix action epic need tightrop walk complet silli beauti sincer entertain valu drip everi color pore insan action envelop dialogu sprawl yet intim storytel elabor danc yep admittedli unfamiliar tone may bit much prepar hard deni bravura moviemak dare fun found helpfulwa review helpfulsign votepermalink,positive
129,wowowenpont june incred film never heard film netflix brought saw clip movi decid look pretti good watch glad danc scene parti incred arguabl scene best scene film also first scene ram charan take mob peopl pretti awesom watch well overal definit one best film year combin action comedi romanc danc great storytel found helpfulwa review helpfulsign votepermalink,positive
130,american everyth modern star war marvel beendark_lord_mark juli long stori short word mouth happen peopl includ heard movi areit friendship honor want well everyth star war prequel everyth marvel beenthi movi men super human suspens belief need view super hero movi deliversplot men hero anti hero one duti one familyit action movi think aveng civil war batman v superman modern american movi overus cgi make movi look cheap rrr cgi place look littl cheap modern big budget film deliversi give expect low amaz action scene film well act top hero moment well donehighli recommend must see found helpfulwa review helpfulsign votepermalink,neutral
131,rous rampag revolutionaryxst decemb strike recent time mani film come tradit western studio lay claim spectacular yet whenev ventur studio india array languag innov stori rich gorg upon seldom short extens quit often spectacular one film jaw drop piec good old patriot prowess rip three hour leav desper three read review other want know stori take overwhelm entertain spectacl grandest way set fire par anyth may come across past sure replay mani time get hook sure irresist found helpfulwa review helpfulsign votepermalink,positive
132,s rajamouli deliv power pack action entertain made big screen cs_rahul_kumar march last time director s rajamouli manag wow audienc film baahubali conclus took long year conceptualis next film rrr shoot bring silver screen pull multistarr jr ntr ram charan lead role might seem accomplish rajamouli manag deliv even come storyrrr set revolv around live two revolutionari alluri seetharama raju wage arm campaign british komaram bheem tribal gond tribe fought atroc heap peopl histor evid show two ever met fought togeth rajamouli reimagin histori weav stori around meetingrrr run rel simpl premis there fire angri young polic offic ramaraju ram charan rever fear british done everi bid year one sic anyon want captur yet one who never given enough respect due colour skin there water sweet simpl innoc bheem jr ntr brute strength use serv purpos he gond tribal come citi rescu young girl call malli taken away ladi scott alison doodi sing doll mantelpiec begin talerajamouli new call card seem build new world despit base two revolutionari histori rrr stori that complet fiction delhi becom new canva bheem might fought nizam much one find imper warn british he taken lightli also find shelter muslim delhi ramaraju might seem like welltrain soldier follow instruct blindli also seem past one uncl samuthirakani know scott ray stevenson might believ brown rubbish deserv even bullet wast jennif olivia morri seem empathet freedom movement turn cheek one use hand weaponsth first half rrr run like clockwork there emot core malli there song danc naatu naatu itll make smile friendship explor dosti there even laugh whenev bheem tri befriend jennif cinemat liberti taken dont seem notic later portion half film falter bit way ramaraju fiancé sita alia bhatt woven narr apart ram charan transform anoth look also seem forc tale smooth sail way bheem set effortlessli despit noth much told way ramaraju stori unfold seem strain climax leav desir good thing howev film manag surpris rajamouli also manag use certain trope set initi portion film latter portion cleverlynonetheless rajamouli manag pull someth peopl pine commerci action drama keep thoroughli entertain length also doesnt prove hindranc thank tight screenplay vfx certain portion couldv better jr ntr pull career best perform he charm bheem especi emot bit desper find malli come well love ramaraju ram charan also well pour soul transform charact goe tarak charan role requir chemistri alia bhatt olivia morri samuthirakani ajay devgn shriya saran other play part well olivia particular manag win heart alison ray breez role keeravani ost film might everyon well bgm senthil camerawork delight toorrr made big screen view cinematographi visual aesthet paint everi frame radiat manner oodl flamboy someth one come expect rajamouli background score thud relentless urgenc repetit unapologet melodramat quit smitten numb u submiss postinterv pace falter littl pleasur dwindl toorrr perfect mean way rajamouli pull certain scene wonder couldv done better job other watch one weekend youv long good action pack drama especi your fan lead duo found helpfulwa review helpfulsign votepermalink,neutral
133,probabl brutal violent pg plu danc battlequinoa april total militarist propaganda scale immens scope david lean bloodi brutalist mel gibson certainli nowher near subtl former well duh kid also manag raptur stupid gruesom violenc anyth latter would wife also point zack snyder far superior visa vi here man someth say loud slow mo concur point dont like british peopl boy girl got smorgasbord f brit alright there one good ladi onebut experienc minut rrr truli final peppi total disson music number includ run time go eat buffet go leav like hour somber power war movi gritti run jungl slaughter fest cornbal treatis friendship time liter fieri call arm british coloni power sliver romanc good measur bheem five ten minut deliri excit step danceoff movi exhaust crude time laughabl cgi anim oh absolut blast know your two hero first meet bridg surround fire your leav dont come backi know histor accur lol need accuraci exploitationmet need break glass becom superhero bent save everyon gun glorious crazi total sincer oh ray stevenson perform career aamir khan star easi found helpfulwa review helpfulsign votepermalink,neutral
134,movi end like complet festiv celebrationmramanan march rate languag telugu medium partner zee sourc nil highli recommendedmovi start two hero introduct like full meal satisfactionr trailer shown movi much action block goosebump moment movi real doubl treat mass moment also doubl dual hero naattu song cherri top whole theatr goe mad one interv block action sequenc real jaw drop one even though guess one cant guess scalesecond half start bit slow flashback pick peak immedi second half sentiment screen space rc rc outshin ntr lot place action block graviti defi enjoy credit janta song cameo rajamouli movi end like complet festiv celebrationexceed expect aspect found helpfulwa review helpfulsign votepermalink,neutral
135,three outrag hourssleepin_dragon juli dont ask plot didnt clue happen know absolut love watchedil admit captiv day watch jai bhim decid id opt anoth indian movi rrr suggest wow say wowthi one spectacularli outrag film think ive ever seen love wild top imagin id say plea stick know long film incred entertain im sure anyon go convinc anyth base real life event boy hold attentionthi film violent dramat shock funni honestli dont know earth go come nextth visual quit sensat one visual decad thing ever seen tiger wolf scene mind blow talk get pul racingwow evil english peopl even accent closer kentucki kent realli evil even make british villain murder wrote seem subtleoutrag found helpfulwa review helpfulsign votepermalink,positive
136,s rajamouli filmmak hasnt lost rootsmagadalwarmayur march warn spoilersim nativ telugu speak audienc first time expo s rajamouli saw eega movi also watch heard ajay devgan dub film day day say im fanboyrrr bleed s rajamouli everi frame action danc mundain dilogu call rajamouli pitch film filmi three hour long never feel like itth edit cinematographi awesom bad thing film song good favourit filmsth film cast perfectli ram charan play wonder charact ntr restraint yet power presenc film alia bhatt grace foreign actor well cast special mention olivia mori ajay devgan awesom even limit screen presenc would tempt say outperorm hero filmth best thing film though action choreographi expect good surpass expect goe visual effectsth action set peiec meticul plan perfectli excutedth film leav wow touch heart one way anotheron wonder film seen past year found helpfulwa review helpfulsign votepermalink,positive
137,storytel setup payoffbradclayton septemb rrr strength easili worth suspend littl disbelief though averag blockbust accept style act get past violenc isnt much your treatther much heart movi anyth ive seen long nice see movi employ slow motion convey emot rather tri magnifi action great camera work fantast music movi sound tremend rrr know setup stori begin screentim use setup payoff lateri see violenc issu though rrr nearli gori mani film feel brutal timesenough cant realli call famili filmon best film ive seen excel found helpfulwa review helpfulsign votepermalink,positive
138,hilari ridicul stupidandrewchristianjr june action scene badass hilari ridicul stupid love basic superhero movi two actor also import part made scene entertain stori bad even though drag much middl part found helpfulwa review helpfulsign votepermalink,negative
139,larger lifejace_the_film_guy septemb might uncultur usual struggl watch film subtitl dub film complet broke preced love everi minut charact action danc emot everyth larger life wellexecut mesmerizingther element movi never seen left jaw floor film three hour long everi scene necessari ad emot depth stori highlight film incred chemistri relationship two lead instant rapport harmoni ram bheem inspir make later moment poignanta whole rrr overthetop big also subtl real one moment would grin ear ear next cri next gasp excit though element didnt fulli understand appreci breathtak art filmmak anxiou give anoth watchnot watch home would recommend watch film two three part intermiss helpfulnot danc scene alltimernot ever opportun see theater would jump second found helpfulwa review helpfulsign votepermalink,neutral
140,ravish refresh recommendableachyut_prashast_singh april warn spoilersif magadheera eega baahubali movi mere teaser rajamouli capabl filmmak rrr featur length definit abil creat cinema transcend languag nativ barrier eventu deliv mani tri fail deliv univers entertain rrr intens action drama make perfect visual spectacl experienc would make better rang grand product valu reson emot outstand action sequenc rrr epic everi sen word truli ravish refresh recommendableth film might around three hour long never actual feel like long film fact time fli realli quick watch rrr explos cinemat blockbust entertain age spite ua rate cinematographi visual effect fight danc choreographi key highlight film asid terrif perform jr ntr ram charan other ajay devgn alia bhatt shine brief yet integr role one good thing song never hinder storytel instead make experi fun fight stunt total domin show deliv bang buck action buff could ask forplu director rajamouli beauti handl depict film two hero give balanc amount focu viewer never call one main hero also background music gold major asset proceed edit razorsharp set look grand rrr reinstat fact rajamouli undisput king period action drama india filmmak lot learn would definit recommend watch rrr suggest leav seat end otherwis might miss import part cinema exist dont need think much book ticket found helpfulwa review helpfulsign votepermalink,positive
141,rrr ridicul rivet rampag great timejamesfaustino june movi one greatest movi ive seen life know indian movi would actual execut well especi one action best part movi scene movi go untouch without action even though part never understood say subtitl help understood movi scene ridicul funni stupid made realiz good movi take note hollywood movi top major movi today found helpfulwa review helpfulsign votepermalink,negative
142,award overr film goe toonathandm decemb rrr one critic acclaim film year wide celebr audienc critic alik one intern success tollywood film time question whyim familiar tollywoodbollywood movi first one ive seen way prior watch rrr familiar bollywood cliché seen numer infam clip youtub theyr top present act theyr long includ sever dancemus number figur sinc first tollywood movi get kind recognit state someth differ movi someth stood realli isnta watch rrr thought american film featur stori action scene length would think movi would absolut level critic audienc bloat tonal inconsist bad cgi effect terribl pace underdevelop romant subplot onedimension villain guess sinc tollywood movi notabl flaw fine add charm film dont know im honestli lowkey baffl recept rrr gettingand im also baffl tollywood film look like everi indian action film come past sever year serious make movi special comparison indian blockbustersher posit give film nice direct cinematographi lead actor good chemistri action scene fun also complet stupid sometim score good sometim random clearli indian blockbust film ill acknowledg cinema subject peopl genuin love movi im happi still firmli stand critic movi still think easili overr film come year lot found helpfulwa review helpfulsign votepermalink,neutral
143,weak write sparkl rajamouli extraordinari mass element ram charan jr ntr largerthanlif characterssamthebestest march rrr movi review high low im talk akira kurosawa japanes flick im talk s rajamouli rrr actual that best brief film think s rajamouli make massfriendli commerci film long time bahubali brought panindia popular becam household name brand natur anyth would bahubali meant look smaller look compar le bar set high filmmak happen prabha came bahubali saaho radh shyam let accept fact film like bahubali conclus cant made massiv blockbust also kind extraordinari commerci cinema present almost imposs nowaday saw bahubali call greatest commerci entertain millennium gadar surprisingli two film one centuri sell crore ticket hindi belt accept see heroic charact bahubali film set ancient period make reason rrr cant held reason enough film set th centuri expect humanli possibl stuff doesnt matter big fiction charact make sen come onscreen persona mani legendari person period serv nation till last drop blood came human restrict rrr look problemat sen talk mass cinema rrr simpli phenomenalrrr fiction tale set two indian revolutionari rama raju ram charan komaram bheem jr ntr tri fight mighti british empir nizam hyderabad way interestingli opposit unknown bheem littl girl abduct british offic steve ray stevenson wife ladi scott alison doodi rama british cop tri stop two power hero one fire one water pit get know agenda second half stori unfold past eventsrrr present ram charan jr ntr neverseenbefor avatar rajamouli make sure crazi mass fan follow get enough content big mass parti cinema hall ram charan enter minut long action scene look littl extraordinari ordinari mind that mass cinema mean right hand jr ntr got crazi mass entri class entir forest sequenc blow mind good happi warn tarak fan plea keep expect high bheem go exceed pair rama bheem work like firework display largescal action sequenc talk support cast especi two hindi actor ajay devgn alia bhatt small import cameo ajay devgn speak intens eye news sky blue man charisma matter geniu filmmak use correctli alia bhatt sita look gorgeou everi singl scene charact play vital part narr olivia morri sparkl screen beauti accent cute alison doodi exact opposit that villain charact samuthirakani shriya saran appear small role pas good gradesrrr basic script good telugu action drama mind call mindless screenplay doesnt match certain level expect second half may bore outdat melodrama may caus littl irrit flaw forgiven wit bigscreen extravaganza action sequenc rrr set benchmark filmmak india rajamouli outperform wherev done bahubali film still battlefield refer help bit rrr despit driven two charact provid better visual spectacl bahubali that small thing mind music rrr go creat hysteria theatr dont feel like danc naacho naacho id say plea consult doctor normal dosti got nice tune situat song komuram bheemudo take surpris im sure hear raamam raaghavam clearli lot nois includ big scream whistl go around time youll ask repeat view reach homeit two year sinc havent big panindia event film s rajamouli bring back much need bigscreen experi u undoubtedli best director india come commerci cinema name s rajamouli extraordinari vision look ordinari thing make better filmmak india bahubali ordinari script rajamouli made extraordinari film matter mani resembl find lion king origin sourc materi shakespear hamlet stori everi indian relat that case rrr despit flaw write that rajamouli geniu mind work overtim present highoctan mass hysteria sure make mass go crazi hardcor patriot plea certain section whether introduct scene two lead actor train bridg action scene preinterv rampag even mindboggl climax forest s rajamouli outdon reach level commerci director indian cinema never reach even dream give man weak script still make strong mass entertain that done rrr everi singl viewer go hail superl vision look period action drama everi filmmak want make great mass film learn whole rrr pack solid punch outandout commerci entertain miss sinc bahubali juggernaut dont mind averag write go love itrat found helpfulwa review helpfulsign votepermalink,neutral
144,vfx treat poor storylin absurd scene back dialoguesalphadud march warn spoilersrrr entertain movi bore watch mean rajamouli bring usual grandeur movi spectacl howev storylin super weak jr ntr connect kidnap girl never establish movi strong motiv bring empir ram motiv kill flay dozen countryman fight british get stash gun also super bizzar lot sequenc movi also doesnt make sen like jr ntr spend month jungl catch wild anim transport citi feed month unleash british armi plea funni main charact miracul recov grave bodili blow second full costum chang flicker mean cmon rajamouli bahubali epic co strong stori support visual visual mediocr stori piss poor scene cring actor done well though good chemistri requir machismo especi ram charan hope get fundsresourc director back visual effect stori found helpfulwa review helpfulsign votepermalink,neutral
145,major discoverykevscratch march watch oscar show last week wit perform song rrr overwhelm spectacular search rrr home watch entir movi last night thrill experi never seen anyth quit like movi everyth spectacl action music danc sing drama list goe three plu hour run time flew finish want hollywood could learn alot excit film make indian film industri question film nomin quit number oscar indian entri intern film categori oscar nomin cinematograpi costum music score film edit etc decid search indian film avail u must wonder experi see rrr theatr larg screen highli recommend fabul excit movi found helpfulwa review helpfulsign votepermalink,negative
146,fairytal warmongersjustahunch decemb doubt touch review well critic indic fall asleep first hour question film technic achiev mani cgi could improv thing look real action pack somewhat monoton three plu hour film begin girl india kidnap british governor due wish horrid wife hundr thousand die throw logic window one everyth film overthetop action stori charact violenc even music beauti look doubt ridicul illog sometim silli though sequenc pretti amaz watch turn brain view actor put lot especi two lead perform larger life charact cecil b demil would enviou found helpfulwa review helpfulsign votepermalink,positive
147,switch brain watchtajimcom march warn spoilerswatch scene like top illog dont expect rajamauli movi bore scene well stori trong vfx good section scene also good overal bahubali bahubali rajamauli disappoint found helpfulwa review helpfulsign votepermalink,positive
148,pride indian cinema rrrsujathakella march watch rrr u go read review review le film tag srajamouli enough watch mind blow charantarak perform top notch think gave carrer best perform vfxmusic product design everi thing back bone film review enjoy master peic threater rrr pride indian cinema take bow captain ship s rajamouli garu last dont encourag piraci enjoy veralevel action scene threater found helpfulwa review helpfulsign votepermalink,positive
149,never seen anyth quit like thisevanston_dad august seen lot movi time made lot differ style differ genr around world ive seen everyth mainstream movi imagin experiment cant even rememb last time came away movi think id never seen anyth like that felt rrrthi movi much much may turn almost wife nearli bail minut mark film top ridicul got hook total ride point disappoint hour behemoth endingdo like see musclebound slickedup men fight tiger check public flog turn music number got evil british peopl extrem evil england sue filmmak defam sure evil british peopl maul rampag jungl anim betcha behead yep romanc cours homoerotic intens watch movi may turn gay hooboy let say anyth alreadi movi isnt worth anywaywatch rrr make sure whatev first movi watch one dont care much certainli feel like palest imit movi ever seen serious movi deliri bonker unafraid absolut absurd almost imposs watch pretti much movi disappoint one thank lot rrrgrade found helpfulwa review helpfulsign votepermalink,positive
150,rambo mesh crouch tiger musicalsay whaaaatiquin septemb bet youd never think mashup heavyhand rambo mystic stun eleg crouch tiger would work especi mix sever music number think would wrong movi top everi way pure awesom even hour runtim engross great stori thorough charact develop young nativ girl effect purchas mean british govern control peopl malli presum india small tribe belong talent fighter stop absolut noth get back british govern also indian soldier equal skill dwarf soldier youll see spectacular open scene two skill fighter clash come togeth heritag root duti one hold true armi work movi blew away ive never seen special effect quit like plethora frame could use sweet poster movi produc smart edit cinematographi choreographi modern must see found helpfulwa review helpfulsign votepermalink,neutral
151,best superhero movi yearsjeremy_urquhart juli tri review without compar anyth directli realli compar action blockbust disappoint recent say largescal bigbudget action movi right hollywood isnt incap make movi deliv excit emot mani pale comparison rrr without point movi particular dont know what directli compar hollywood take notesrrr mani familiar trope beat get histor epicsact movi use trope well thing weve seen onscreen dozen time still excit entertain theyr use properli rrr testament thatth amaz action probabl stand core film also realli good stori hero want see win villain want see defeat there extra conflict two main hero much movi ultim good v evil stori that pretti straightforward honest thank great charact strong perform end enoughther littl way slow scene dead air anoth reason three hour runtim fli action good complain lacklustr action modern action movi lot realli happi find rrr action well amaz stunt great setup big set piec scene level brutal make feel impact combat much feel gratuit way make thing overthetop best way possibl point feel like rule consequ good guy two main hero almost superhero arguabl make rrr best superhero film yearsexcel stuff coupl lesser perform minor charact occasion clunki english dialogu british charact could criticis theyr nitpick great action movi epic warrant three hour runtim found helpfulwa review helpfulsign votepermalink,neutral
152,weirdli spectacularjeandemichaqu septemb push play realli believ would ever watch whole movi want take look bail itwel wrong movi freaken masterpiec combin extraordinari drama stun stunt action great photographi absolut beauti music given bollywood movi know go watch pretti ridicul action scene overal cheesi direct dialogu act wont exactli oscar worthi none made enjoy movi time pas easili end realli great timeth eye candi ram charan made movi even watch worthi particular one ridicul handsom man say p found helpfulwa review helpfulsign votepermalink,positive
153,wish couldv seen theatermatthewssilverhamm august offici zero reason watch gray man notsosemisubtl homoerot netflix action epic need tightrop walk complet silli beauti sincer entertain valu drip everi color pore insan action envelop dialogu sprawl yet intim storytel elabor danc yep admittedli unfamiliar tone may bit much prepar hard deni bravura moviemak dare fun found helpfulwa review helpfulsign votepermalink,positive
154,wowowenpont june incred film never heard film netflix brought saw clip movi decid look pretti good watch glad danc scene parti incred arguabl scene best scene film also first scene ram charan take mob peopl pretti awesom watch well overal definit one best film year combin action comedi romanc danc great storytel found helpfulwa review helpfulsign votepermalink,positive
155,american everyth modern star war marvel beendark_lord_mark juli long stori short word mouth happen peopl includ heard movi areit friendship honor want well everyth star war prequel everyth marvel beenthi movi men super human suspens belief need view super hero movi deliversplot men hero anti hero one duti one familyit action movi think aveng civil war batman v superman modern american movi overus cgi make movi look cheap rrr cgi place look littl cheap modern big budget film deliversi give expect low amaz action scene film well act top hero moment well donehighli recommend must see found helpfulwa review helpfulsign votepermalink,negative
156,rous rampag revolutionaryxst decemb strike recent time mani film come tradit western studio lay claim spectacular yet whenev ventur studio india array languag innov stori rich gorg upon seldom short extens quit often spectacular one film jaw drop piec good old patriot prowess rip three hour leav desper three read review other want know stori take overwhelm entertain spectacl grandest way set fire par anyth may come across past sure replay mani time get hook sure irresist found helpfulwa review helpfulsign votepermalink,neutral
157,s rajamouli deliv power pack action entertain made big screen cs_rahul_kumar march last time director s rajamouli manag wow audienc film baahubali conclus took long year conceptualis next film rrr shoot bring silver screen pull multistarr jr ntr ram charan lead role might seem accomplish rajamouli manag deliv even come storyrrr set revolv around live two revolutionari alluri seetharama raju wage arm campaign british komaram bheem tribal gond tribe fought atroc heap peopl histor evid show two ever met fought togeth rajamouli reimagin histori weav stori around meetingrrr run rel simpl premis there fire angri young polic offic ramaraju ram charan rever fear british done everi bid year one sic anyon want captur yet one who never given enough respect due colour skin there water sweet simpl innoc bheem jr ntr brute strength use serv purpos he gond tribal come citi rescu young girl call malli taken away ladi scott alison doodi sing doll mantelpiec begin talerajamouli new call card seem build new world despit base two revolutionari histori rrr stori that complet fiction delhi becom new canva bheem might fought nizam much one find imper warn british he taken lightli also find shelter muslim delhi ramaraju might seem like welltrain soldier follow instruct blindli also seem past one uncl samuthirakani know scott ray stevenson might believ brown rubbish deserv even bullet wast jennif olivia morri seem empathet freedom movement turn cheek one use hand weaponsth first half rrr run like clockwork there emot core malli there song danc naatu naatu itll make smile friendship explor dosti there even laugh whenev bheem tri befriend jennif cinemat liberti taken dont seem notic later portion half film falter bit way ramaraju fiancé sita alia bhatt woven narr apart ram charan transform anoth look also seem forc tale smooth sail way bheem set effortlessli despit noth much told way ramaraju stori unfold seem strain climax leav desir good thing howev film manag surpris rajamouli also manag use certain trope set initi portion film latter portion cleverlynonetheless rajamouli manag pull someth peopl pine commerci action drama keep thoroughli entertain length also doesnt prove hindranc thank tight screenplay vfx certain portion couldv better jr ntr pull career best perform he charm bheem especi emot bit desper find malli come well love ramaraju ram charan also well pour soul transform charact goe tarak charan role requir chemistri alia bhatt olivia morri samuthirakani ajay devgn shriya saran other play part well olivia particular manag win heart alison ray breez role keeravani ost film might everyon well bgm senthil camerawork delight toorrr made big screen view cinematographi visual aesthet paint everi frame radiat manner oodl flamboy someth one come expect rajamouli background score thud relentless urgenc repetit unapologet melodramat quit smitten numb u submiss postinterv pace falter littl pleasur dwindl toorrr perfect mean way rajamouli pull certain scene wonder couldv done better job other watch one weekend youv long good action pack drama especi your fan lead duo found helpfulwa review helpfulsign votepermalink,positive
158,probabl brutal violent pg plu danc battlequinoa april total militarist propaganda scale immens scope david lean bloodi brutalist mel gibson certainli nowher near subtl former well duh kid also manag raptur stupid gruesom violenc anyth latter would wife also point zack snyder far superior visa vi here man someth say loud slow mo concur point dont like british peopl boy girl got smorgasbord f brit alright there one good ladi onebut experienc minut rrr truli final peppi total disson music number includ run time go eat buffet go leav like hour somber power war movi gritti run jungl slaughter fest cornbal treatis friendship time liter fieri call arm british coloni power sliver romanc good measur bheem five ten minut deliri excit step danceoff movi exhaust crude time laughabl cgi anim oh absolut blast know your two hero first meet bridg surround fire your leav dont come backi know histor accur lol need accuraci exploitationmet need break glass becom superhero bent save everyon gun glorious crazi total sincer oh ray stevenson perform career aamir khan star easi found helpfulwa review helpfulsign votepermalink,positive
159,movi end like complet festiv celebrationmramanan march rate languag telugu medium partner zee sourc nil highli recommendedmovi start two hero introduct like full meal satisfactionr trailer shown movi much action block goosebump moment movi real doubl treat mass moment also doubl dual hero naattu song cherri top whole theatr goe mad one interv block action sequenc real jaw drop one even though guess one cant guess scalesecond half start bit slow flashback pick peak immedi second half sentiment screen space rc rc outshin ntr lot place action block graviti defi enjoy credit janta song cameo rajamouli movi end like complet festiv celebrationexceed expect aspect found helpfulwa review helpfulsign votepermalink,negative
160,three outrag hourssleepin_dragon juli dont ask plot didnt clue happen know absolut love watchedil admit captiv day watch jai bhim decid id opt anoth indian movi rrr suggest wow say wowthi one spectacularli outrag film think ive ever seen love wild top imagin id say plea stick know long film incred entertain im sure anyon go convinc anyth base real life event boy hold attentionthi film violent dramat shock funni honestli dont know earth go come nextth visual quit sensat one visual decad thing ever seen tiger wolf scene mind blow talk get pul racingwow evil english peopl even accent closer kentucki kent realli evil even make british villain murder wrote seem subtleoutrag found helpfulwa review helpfulsign votepermalink,positive
161,s rajamouli filmmak hasnt lost rootsmagadalwarmayur march warn spoilersim nativ telugu speak audienc first time expo s rajamouli saw eega movi also watch heard ajay devgan dub film day day say im fanboyrrr bleed s rajamouli everi frame action danc mundain dilogu call rajamouli pitch film filmi three hour long never feel like itth edit cinematographi awesom bad thing film song good favourit filmsth film cast perfectli ram charan play wonder charact ntr restraint yet power presenc film alia bhatt grace foreign actor well cast special mention olivia mori ajay devgan awesom even limit screen presenc would tempt say outperorm hero filmth best thing film though action choreographi expect good surpass expect goe visual effectsth action set peiec meticul plan perfectli excutedth film leav wow touch heart one way anotheron wonder film seen past year found helpfulwa review helpfulsign votepermalink,neutral
162,storytel setup payoffbradclayton septemb rrr strength easili worth suspend littl disbelief though averag blockbust accept style act get past violenc isnt much your treatther much heart movi anyth ive seen long nice see movi employ slow motion convey emot rather tri magnifi action great camera work fantast music movi sound tremend rrr know setup stori begin screentim use setup payoff lateri see violenc issu though rrr nearli gori mani film feel brutal timesenough cant realli call famili filmon best film ive seen excel found helpfulwa review helpfulsign votepermalink,negative
163,hilari ridicul stupidandrewchristianjr june action scene badass hilari ridicul stupid love basic superhero movi two actor also import part made scene entertain stori bad even though drag much middl part found helpfulwa review helpfulsign votepermalink,negative
164,larger lifejace_the_film_guy septemb might uncultur usual struggl watch film subtitl dub film complet broke preced love everi minut charact action danc emot everyth larger life wellexecut mesmerizingther element movi never seen left jaw floor film three hour long everi scene necessari ad emot depth stori highlight film incred chemistri relationship two lead instant rapport harmoni ram bheem inspir make later moment poignanta whole rrr overthetop big also subtl real one moment would grin ear ear next cri next gasp excit though element didnt fulli understand appreci breathtak art filmmak anxiou give anoth watchnot watch home would recommend watch film two three part intermiss helpfulnot danc scene alltimernot ever opportun see theater would jump second found helpfulwa review helpfulsign votepermalink,negative
165,ravish refresh recommendableachyut_prashast_singh april warn spoilersif magadheera eega baahubali movi mere teaser rajamouli capabl filmmak rrr featur length definit abil creat cinema transcend languag nativ barrier eventu deliv mani tri fail deliv univers entertain rrr intens action drama make perfect visual spectacl experienc would make better rang grand product valu reson emot outstand action sequenc rrr epic everi sen word truli ravish refresh recommendableth film might around three hour long never actual feel like long film fact time fli realli quick watch rrr explos cinemat blockbust entertain age spite ua rate cinematographi visual effect fight danc choreographi key highlight film asid terrif perform jr ntr ram charan other ajay devgn alia bhatt shine brief yet integr role one good thing song never hinder storytel instead make experi fun fight stunt total domin show deliv bang buck action buff could ask forplu director rajamouli beauti handl depict film two hero give balanc amount focu viewer never call one main hero also background music gold major asset proceed edit razorsharp set look grand rrr reinstat fact rajamouli undisput king period action drama india filmmak lot learn would definit recommend watch rrr suggest leav seat end otherwis might miss import part cinema exist dont need think much book ticket found helpfulwa review helpfulsign votepermalink,positive
166,rrr ridicul rivet rampag great timejamesfaustino june movi one greatest movi ive seen life know indian movi would actual execut well especi one action best part movi scene movi go untouch without action even though part never understood say subtitl help understood movi scene ridicul funni stupid made realiz good movi take note hollywood movi top major movi today found helpfulwa review helpfulsign votepermalink,positive
167,award overr film goe toonathandm decemb rrr one critic acclaim film year wide celebr audienc critic alik one intern success tollywood film time question whyim familiar tollywoodbollywood movi first one ive seen way prior watch rrr familiar bollywood cliché seen numer infam clip youtub theyr top present act theyr long includ sever dancemus number figur sinc first tollywood movi get kind recognit state someth differ movi someth stood realli isnta watch rrr thought american film featur stori action scene length would think movi would absolut level critic audienc bloat tonal inconsist bad cgi effect terribl pace underdevelop romant subplot onedimension villain guess sinc tollywood movi notabl flaw fine add charm film dont know im honestli lowkey baffl recept rrr gettingand im also baffl tollywood film look like everi indian action film come past sever year serious make movi special comparison indian blockbustersher posit give film nice direct cinematographi lead actor good chemistri action scene fun also complet stupid sometim score good sometim random clearli indian blockbust film ill acknowledg cinema subject peopl genuin love movi im happi still firmli stand critic movi still think easili overr film come year lot found helpfulwa review helpfulsign votepermalink,positive
